Two women and a little girl are resting with food and drink near a log in a grassy field under flowering trees.	3 girls are talking	-
Two women and a little girl are resting with food and drink near a log in a grassy field under flowering trees.	3 girls are resting	entailment
A small child with a backpack walks down a narrow road next to a painted wall.	A small child is coming home from school	neutral
A small child with a backpack walks down a narrow road next to a painted wall.	A small child is walking on a road	entailment
A small child with a backpack walks down a narrow road next to a painted wall.	A small child is boxing in the ring	contradiction
a lady looks surprised.	Something happened that just surprised a woman.	entailment
a lady looks surprised.	The woman looks surprised and is yelling angrily.	neutral
a lady looks surprised.	A woman looks surprised because someone just dropped to one knee and proposed!	neutral
man doing carpentry or construction on top of an unfinished building.	The man tore down the shed.	contradiction
man doing carpentry or construction on top of an unfinished building.	The man didn't know if he was a construction worker or carpenter.	neutral
man doing carpentry or construction on top of an unfinished building.	The carpenter was almost finished.	neutral
a brown dog with a yellow toy in his mouth is jumping off the grassy ground	A dog is playing in the grass.	entailment
a brown dog with a yellow toy in his mouth is jumping off the grassy ground	The dog is fetching his yellow toy.	-
a brown dog with a yellow toy in his mouth is jumping off the grassy ground	The black dog has a red toy.	contradiction
Two men with matching t-shirts fold a towel in the living room.	Two men with matching baseball team shirts are folding a towel.	neutral
Two men with matching t-shirts fold a towel in the living room.	Two women are having coffee.	contradiction
Two men with matching t-shirts fold a towel in the living room.	Two men are in the living room.	entailment
Two men wearing red jackets are looking out over some water and one man has yellow earphones on his ears.	The jackets being worn are red.	entailment
Two men wearing red jackets are looking out over some water and one man has yellow earphones on his ears.	Some men wearing red winter jackets are looking over a lake and listening to music.	neutral
Two men wearing red jackets are looking out over some water and one man has yellow earphones on his ears.	Two women are staring at a mountain and neither has any headphones or jackets.	contradiction
Two men wearing red jackets are looking out over some water and one man has yellow earphones on his ears.	Some men wearing jackets are looking out over the water and one has earphones in.	entailment
Two men wearing red jackets are looking out over some water and one man has yellow earphones on his ears.	The man listening to music is listening to Kanye West.	neutral
Two men wearing red jackets are looking out over some water and one man has yellow earphones on his ears.	The jackets are blue.	contradiction
A person standing next to an old dark building.	A woman running through a sunny field.	contradiction
A person standing next to an old dark building.	A man standing next to a run down building.	neutral
A person standing next to an old dark building.	A person standing near a building.	entailment
Young people and a kid are walking in the forest in a sunny day.	Young people and a kid are walking in the forest.	entailment
Young people and a kid are walking in the forest in a sunny day.	The old folks were racing in their wheel chairs in the rain.	contradiction
Young people and a kid are walking in the forest in a sunny day.	Young people and a kid are walking on a sunny day.	entailment
Two men are wearing caps are looking at the ground with surprised expressions on their faces.	Two men are mud wrestling.	neutral
Two men are wearing caps are looking at the ground with surprised expressions on their faces.	Two men are surprised by the skunk near them.	neutral
Two men are wearing caps are looking at the ground with surprised expressions on their faces.	Two men are shocked by what they see.	entailment
A child enjoying themselves on a yellow slide at a park.	Children enjoy the last few moments in a park before a rainstorm.	neutral
A child enjoying themselves on a yellow slide at a park.	The children are playing on a slide.	entailment
A child enjoying themselves on a yellow slide at a park.	A girl is reading a book.	contradiction
A person stands between two giant statues that look like faces.	A human is standing between two large objects.	entailment
A person stands between two giant statues that look like faces.	A person is sitting between two televisions.	contradiction
A person stands between two giant statues that look like faces.	An old man is standing between two giant statues that look like Tom Hank's and Will Smith's faces.	neutral
Two girls wearing hats are running through snow drifts outside.	one girl running	contradiction
Two girls wearing hats are running through snow drifts outside.	two white girls running	neutral
Two girls wearing hats are running through snow drifts outside.	two girls running	entailment
Two young teenage girls hiking through the snow on a cold winter day.	Two girls with blonde hair are hiking.	neutral
Two young teenage girls hiking through the snow on a cold winter day.	Two girls are sunbathing on the beach.	contradiction
Two young teenage girls hiking through the snow on a cold winter day.	Teenagers are hiking in the cold.	entailment
A performance group is staged in one collective motion.	There's a performance group doing something together.	entailment
A performance group is staged in one collective motion.	The group is separate from one another.	contradiction
A performance group is staged in one collective motion.	The performance group is dancing.	neutral
Two children wearing hooded tops laughing with each other.	children laugh	entailment
Two children wearing hooded tops laughing with each other.	children pranking each other	neutral
Two children wearing hooded tops laughing with each other.	two children are riding in an airplane	contradiction
A toddler is sitting at the bottom of a slide and smiling.	A toddler is sitting at the bottom of a plastic slide and smiling.	neutral
A toddler is sitting at the bottom of a slide and smiling.	A toddler is sitting at the bottom of a mud slide and frowning.	contradiction
A toddler is sitting at the bottom of a slide and smiling.	A child is playing.	entailment
A young boy is following through on a kick during a soccer game, while two players on the opposing team challenge.	The teams hate eachother.	neutral
A young boy is following through on a kick during a soccer game, while two players on the opposing team challenge.	A soccer game is being played.	entailment
A young boy is following through on a kick during a soccer game, while two players on the opposing team challenge.	The boy is on the floor, writhing in agony.	contradiction
Man taking photos of seagulls over the ocean.	He is at the beach.	neutral
Man taking photos of seagulls over the ocean.	It is sunny.	neutral
Man taking photos of seagulls over the ocean.	There are flying pigs too.	contradiction
Two men scrimmage in soccer, as a referee looks on.	the ref is watching the two men play soccer before he goes home	neutral
Two men scrimmage in soccer, as a referee looks on.	the ref is back flipping in the mud	contradiction
Two men scrimmage in soccer, as a referee looks on.	the ref watches the two men in the scrimmage game	entailment
At an outdoor event on a large table, several workers form an assembly line in which they prepare food, with many squeeze bottles and dispensers visible and a woman wearing plastic gloves in the foreground.	Workers preparing for a catered event, with several condiments lining the food table.	entailment
At an outdoor event on a large table, several workers form an assembly line in which they prepare food, with many squeeze bottles and dispensers visible and a woman wearing plastic gloves in the foreground.	Workers assembling cell phones in a factory.	contradiction
At an outdoor event on a large table, several workers form an assembly line in which they prepare food, with many squeeze bottles and dispensers visible and a woman wearing plastic gloves in the foreground.	Workers preparing for a chili cook-off.	neutral
A man in a plaid shirt and brown pants is sitting on the sidewalk in front of some blankets while people walk by.	A man is sitting on the sidewalk, waiting for his girlfriend to show up.	neutral
A man in a plaid shirt and brown pants is sitting on the sidewalk in front of some blankets while people walk by.	A man is laying down on a park bench as people walk by.	contradiction
A man in a plaid shirt and brown pants is sitting on the sidewalk in front of some blankets while people walk by.	A man is outside.	neutral
A group of three people are digging a large trench in a yard while another person walks close by.	There is treasure in the trench.	neutral
A group of three people are digging a large trench in a yard while another person walks close by.	There is a hole in the yard.	entailment
A group of three people are digging a large trench in a yard while another person walks close by.	There is nobody near the trench.	contradiction
a breakdancer man is performing for the kids at school	A man is performing for children for fun	neutral
a breakdancer man is performing for the kids at school	A woman is break dancing	contradiction
a breakdancer man is performing for the kids at school	A man is break dancing at a school	entailment
A young woman talks on the phone and carries her bags while walking past some hats on display.	A woman has been shopping.	neutral
A young woman talks on the phone and carries her bags while walking past some hats on display.	A woman walks through a store talking on her phone.	neutral
A young woman talks on the phone and carries her bags while walking past some hats on display.	A woman is walking through her bedroom.	contradiction
A child doing gymnastics	A child is doing gymnastics.	entailment
A child doing gymnastics	A child is doing gymnastics in front of a crowd.	neutral
A child doing gymnastics	The child is eating lunch at the park.	contradiction
A young girl is playing a musical instrument and singing into a microphone.	A little girl belts one out while playing the violin.	neutral
A young girl is playing a musical instrument and singing into a microphone.	A boy plays air guitar while lip syncing.	contradiction
A young girl is playing a musical instrument and singing into a microphone.	A talented child sings into a mic and plays an instrument.	entailment
A young woman with brown hair and an elderly man with gray hair and a sweater jump in the air on a snowy hill with snowshoes on their feet.	A man and a woman are playing in the snow outside.	entailment
A young woman with brown hair and an elderly man with gray hair and a sweater jump in the air on a snowy hill with snowshoes on their feet.	An old woman and a young man are crossing the street.	contradiction
A young woman with brown hair and an elderly man with gray hair and a sweater jump in the air on a snowy hill with snowshoes on their feet.	A man and a woman are jumping in the snow.	entailment
A boy spinning on a blue and yellow merry-go-round.	The boy is wearing black.	neutral
A boy spinning on a blue and yellow merry-go-round.	The boy is sitting on the ground.	contradiction
A boy spinning on a blue and yellow merry-go-round.	The boy is not stationary.	-
This woman is setting out a vegetable collection for sale in the market.	A woman selling tires.	contradiction
This woman is setting out a vegetable collection for sale in the market.	A woman selling vegetables for extra cash.	neutral
This woman is setting out a vegetable collection for sale in the market.	A woman in her vegetable market.	entailment
A couple of females are talking to each other while one is flicking her cigarette.	The other likes to smoke as well.	neutral
A couple of females are talking to each other while one is flicking her cigarette.	One of the females is a smoker.	entailment
A couple of females are talking to each other while one is flicking her cigarette.	Neither one of them enjoy smoking.	contradiction
A surfer is riding a wave in a large body of water.	This is his first wave of the day.	neutral
A surfer is riding a wave in a large body of water.	The surfer is surfing.	entailment
A surfer is riding a wave in a large body of water.	The surfer is skateboarding.	contradiction
A surfer on a wave.	A surfer competing at a competition.	neutral
A surfer on a wave.	A swimmer at a pool.	contradiction
A surfer on a wave.	A surfer catching a swell.	entailment
A man in glasses in a basement.	The basement has a man in it.	entailment
A man in glasses in a basement.	The man is sitting in his living room.	contradiction
A man in glasses in a basement.	The man is searching for something in the basement.	neutral
A young man wearing khaki pants and a checked shirt is jumping over large rocks with green mountains and a lagoon in the background.	A man is jumping over some rocks near the mountains.	entailment
A young man wearing khaki pants and a checked shirt is jumping over large rocks with green mountains and a lagoon in the background.	A man is jumping over rocks in order to escape being attacked by a wild boar.	neutral
A young man wearing khaki pants and a checked shirt is jumping over large rocks with green mountains and a lagoon in the background.	A man is jumping over some rocks in order to increase his physical stamina.	neutral
A woman sweeping in front of a ladder on a busy street.	An employee keeps a storefront looking tidy	neutral
A woman sweeping in front of a ladder on a busy street.	A man dumping a truck full of dirt onto the street	contradiction
A woman sweeping in front of a ladder on a busy street.	A woman cleans up near a ladder	entailment
A young girl running on grass	The girl is not standing still.	entailment
A young girl running on grass	The young girl runs to join her classmates at the end of the recess period.	neutral
A young girl running on grass	The girl sits at the kitchen table, decorating the Christmas cookies while her mother looks on.	contradiction
A balding man with glasses stands in front of a colorful display.	A person is standing upright.	entailment
A balding man with glasses stands in front of a colorful display.	A thick haired man sits on the ground.	contradiction
A balding man with glasses stands in front of a colorful display.	A man admires a display that he likes.	neutral
pedestrian walking on the street	A person walking inside a building.	contradiction
pedestrian walking on the street	A person walking on the street outside.	entailment
pedestrian walking on the street	A person crossing a busy street intersection.	neutral
One man watches while another breakdances, balancing himself for a moment on one hand.	A man breakdances while someone watches.	entailment
One man watches while another breakdances, balancing himself for a moment on one hand.	A woman strips in a sleazy club.	contradiction
One man watches while another breakdances, balancing himself for a moment on one hand.	A man practices for the 80s party.	neutral
People ordering and picking up food at a restaurant window.	The people are waiting at their table for the waitress to bring their food.	contradiction
People ordering and picking up food at a restaurant window.	There are people who are about to eat.	entailment
People ordering and picking up food at a restaurant window.	These people are hungry.	neutral
A soccer team is standing on the field waiting for their time to make a move.	People are playing soccer in the rain.	neutral
A soccer team is standing on the field waiting for their time to make a move.	People are eating live turtles.	contradiction
A soccer team is standing on the field waiting for their time to make a move.	People are playing sports outside.	entailment
Several men helping each other pull in a fishing net.	There is a group of men.	neutral
Several men helping each other pull in a fishing net.	The men are fishing.	entailment
Several men helping each other pull in a fishing net.	There is one man holding the net.	contradiction
The collie is standing outdoors on a sandy area.	The collie is standing in the sand.	entailment
The collie is standing outdoors on a sandy area.	The collie is running through the park.	contradiction
The collie is standing outdoors on a sandy area.	The collie is at a beach.	neutral
A group of people traveling in a small wooden boat.	Several people sitting in a boat.	entailment
A group of people traveling in a small wooden boat.	A group of people waiting for a larger boat.	contradiction
A group of people traveling in a small wooden boat.	A group of people on a sunken boat.	contradiction
a dog jumps over the pole.	dog is jumping over a pole	entailment
a dog jumps over the pole.	Dog is asleep on the floor.	contradiction
a dog jumps over the pole.	Dog is participating in a competition, showing his agility training.	neutral
baseball player dressed in blue with a red helmet at home plate in front of a catcher and umpire swinging a bat	A baseball player hit a homerun.	neutral
baseball player dressed in blue with a red helmet at home plate in front of a catcher and umpire swinging a bat	A baseball player has a green and orange helmet.	contradiction
baseball player dressed in blue with a red helmet at home plate in front of a catcher and umpire swinging a bat	A baseball player is swinging a bat.	entailment
A toddler sits on a stone wall surrounded by fallen leaves.	A little child sits quietly on a hand built rock wall in autumn	entailment
A toddler sits on a stone wall surrounded by fallen leaves.	A child sits on a wall writing a story of falling leaves	neutral
A toddler sits on a stone wall surrounded by fallen leaves.	An child is throwing stones at a leaf wall	contradiction
A male performer sings and plays the guitar in front of a microphone.	A guy is performing at a recital.	neutral
A male performer sings and plays the guitar in front of a microphone.	A man is singing a song.	entailment
A male performer sings and plays the guitar in front of a microphone.	A boy is helping his dad dig a ditch.	contradiction
A man with medium length curly hair, wearing a button down shirt and bracelets, sings into a microphone while he plays a guitar.	Everyone is bald	contradiction
A man with medium length curly hair, wearing a button down shirt and bracelets, sings into a microphone while he plays a guitar.	A person with hair	entailment
A man with medium length curly hair, wearing a button down shirt and bracelets, sings into a microphone while he plays a guitar.	A tall person with hair	neutral
A man in a black coat and hat and a woman in a blue coat with pink hat snowshoeing on the side of a road with a stoplight in the background.	The man and woman are looking for help after being snowed in by a blizzard.	neutral
A man in a black coat and hat and a woman in a blue coat with pink hat snowshoeing on the side of a road with a stoplight in the background.	A man and woman are outside in the snow.	entailment
A man in a black coat and hat and a woman in a blue coat with pink hat snowshoeing on the side of a road with a stoplight in the background.	A man and women are sitting by the fire.	contradiction
A four piece band plays a song on a medium-size stage.	A three piece band plays a song on a medium-size stage.	contradiction
A four piece band plays a song on a medium-size stage.	The band is playing punk rock music.	neutral
A four piece band plays a song on a medium-size stage.	A band is playing music on a stage.	entailment
Two men in costumes with fake carrot noses, top hats, sunglasses and white fur coats that contain white electrical lights.	Nobody has a costume one	contradiction
Two men in costumes with fake carrot noses, top hats, sunglasses and white fur coats that contain white electrical lights.	Tall people in costumes	neutral
Two men in costumes with fake carrot noses, top hats, sunglasses and white fur coats that contain white electrical lights.	People in costumes	entailment
Three men drink at a reflective bar.	Three men are socializing during happy hour.	neutral
Three men drink at a reflective bar.	Three men are watching a football game at one of their houses.	contradiction
Three men drink at a reflective bar.	Men are drinking alcohol at a bar.	neutral
Two men are dressed up as snowmen.	two young men are dressed up	neutral
Two men are dressed up as snowmen.	men are dressed up	entailment
Two men are dressed up as snowmen.	two women are dressed up	contradiction
Person fishing in river.	The man is shopping at the mall	contradiction
Person fishing in river.	A person is near a river	entailment
Person fishing in river.	They have a fishing pole	neutral
A man in orange and a man in a light blue top are walking down the street towards something.	Two mean are wearing clothes and walking	entailment
A man in orange and a man in a light blue top are walking down the street towards something.	Two men are watchin TV inside	contradiction
A man in orange and a man in a light blue top are walking down the street towards something.	Two men are headed to baseball practice	neutral
One female and two male musicians holding musical equipment.	There is one female	entailment
One female and two male musicians holding musical equipment.	There four females	contradiction
One female and two male musicians holding musical equipment.	They are musicans	entailment
A group of people taking pictures on a walkway in front of a large body of water.	A group poses on vacation at the ocean.	neutral
A group of people taking pictures on a walkway in front of a large body of water.	A group of people posing in front of a body of water.	entailment
A group of people taking pictures on a walkway in front of a large body of water.	A man cleans up a spill.	contradiction
A big dog catches a ball on his nose	A dog is playing with his owner	neutral
A big dog catches a ball on his nose	A puppy is rolling on the ground	contradiction
A big dog catches a ball on his nose	A big dog is sitting down while trying to catch a ball	neutral
Two females kneeling and a man sting in a chair looking toward a man in robes on an altar.	People are in a religious setting.	entailment
Two females kneeling and a man sting in a chair looking toward a man in robes on an altar.	The females are robbing a bank.	contradiction
Two females kneeling and a man sting in a chair looking toward a man in robes on an altar.	The man is a Catholic priest.	neutral
A wet black lab with a red collar is standing in the water.	A wet dog is outside.	entailment
A wet black lab with a red collar is standing in the water.	A black lab waits for its owner to throw a ball into the water.	neutral
A wet black lab with a red collar is standing in the water.	A white dog is laying on the grass.	contradiction
a teenager laying down with paper crafts strewn about the floor	The teen has a messy pink bedroom.	neutral
a teenager laying down with paper crafts strewn about the floor	The teen is laying down in a mess.	entailment
a teenager laying down with paper crafts strewn about the floor	The teen is dancing in her room.	contradiction
a young boy in green playing ping-pong with a older man in blue in a gymnasium	The man is teaching the boy to play.	neutral
a young boy in green playing ping-pong with a older man in blue in a gymnasium	The man is wearing yellow.	contradiction
a young boy in green playing ping-pong with a older man in blue in a gymnasium	They are playing ping pong.	entailment
Man with an orange bandanna is playing the flute.	Woman with an orange bandanna is playing the flute.	contradiction
Man with an orange bandanna is playing the flute.	Person with an orange bandanna is playing the flute.	entailment
Man with an orange bandanna is playing the flute.	Sad Man with an orange bandanna is playing the flute.	neutral
A performer plays an instrument for the audience.	The instrument plays a performer for an audience.	contradiction
A performer plays an instrument for the audience.	The performer is making music.	neutral
A performer plays an instrument for the audience.	The performer has a flute.	neutral
Two people in coats kiss on the side of a road.	People show their appreciation for another.	entailment
Two people in coats kiss on the side of a road.	A recently engaged couple embrace on the street.	neutral
Two people in coats kiss on the side of a road.	Two married people avoid looking at one another.	contradiction
A person in a red and tan coat is snowboarding off a hill of snow.	A girl rides a snowboard.	neutral
A person in a red and tan coat is snowboarding off a hill of snow.	A person is feeding some cows.	contradiction
A person in a red and tan coat is snowboarding off a hill of snow.	A person rides a snowboard.	entailment
A light technician man with tribal tattoos aiming a spotlight over a balcony.	A person is working.	entailment
A light technician man with tribal tattoos aiming a spotlight over a balcony.	A person is working at a theatre.	neutral
A light technician man with tribal tattoos aiming a spotlight over a balcony.	An actress takes the stage.	contradiction
A girl bounces in a bounce house.	A girl is bouncing around.	entailment
A girl bounces in a bounce house.	A girl is bouncing alongside with another girl.	neutral
A girl bounces in a bounce house.	A girl is bouncing around at a friend birthday party.	neutral
A woman standing with smile on her face and she is holding a wood in her hand	A woman with wood in her hand is standing with a smile on her face.	entailment
A woman standing with smile on her face and she is holding a wood in her hand	A woman stands holding her baby and crying.	contradiction
A woman standing with smile on her face and she is holding a wood in her hand	A woman stands while smiling with wood that was just handed to her.	neutral
A young boy hanging on a pole smiling at the camera.	The young boy is hispanic.	neutral
A young boy hanging on a pole smiling at the camera.	The young boy is crying.	contradiction
A young boy hanging on a pole smiling at the camera.	The young boy is smiling.	entailment
Two women and a man are sitting down eating and drinking various items.	Three women are shopping at the mall.	contradiction
Two women and a man are sitting down eating and drinking various items.	A group of coworkers are eating lunch together.	neutral
Two women and a man are sitting down eating and drinking various items.	A small group of people are eating and drinking together.	entailment
The man is wearing an orange and black polo shirt and is kneeling with his lunch box in one hand while holding a banana in his other hand.	A man is eating lunch.	entailment
The man is wearing an orange and black polo shirt and is kneeling with his lunch box in one hand while holding a banana in his other hand.	A man is wearing a green t shirt while holding a banana.	contradiction
The man is wearing an orange and black polo shirt and is kneeling with his lunch box in one hand while holding a banana in his other hand.	A man is holding a banana.	entailment
A football layer wearing a red shirt.	A built man wearing a tshirt.	neutral
A football layer wearing a red shirt.	A football player in a black jersey.	contradiction
A football layer wearing a red shirt.	A red shirt as attire.	entailment
Six women wait to use a port-o-john in a field.	Friends are meeting for coffee.	contradiction
Six women wait to use a port-o-john in a field.	Women are outside.	entailment
Six women wait to use a port-o-john in a field.	Friends are waiting together.	neutral
A young african child in a dirty yellow shirt carrying a bag on his head.	A young African child playing soccer.	contradiction
A young african child in a dirty yellow shirt carrying a bag on his head.	A young African child carrying a bag on his had while working for his father in a local village.	neutral
A young african child in a dirty yellow shirt carrying a bag on his head.	A young African child carrying a bag.	entailment
The festivities of the Latin celebration has brought many visitors and enthusiastic, colorful, performers to the city.	Many visitors have fun at the Latin celebration.	neutral
The festivities of the Latin celebration has brought many visitors and enthusiastic, colorful, performers to the city.	The city is completely devoid of people.	contradiction
The festivities of the Latin celebration has brought many visitors and enthusiastic, colorful, performers to the city.	Many people populate the city.	entailment
A small girl with braids blowing bubbles.	A young girl enjoys her day outside.	neutral
A small girl with braids blowing bubbles.	A young boy plays with his yo-yo.	contradiction
A small girl with braids blowing bubbles.	A person is entertaining herself.	entailment
A smiling bride sits in a swing with her smiling groom standing behind her posing for the male photographer while a boy holding a bottled drink and another boy wearing a green shirt observe.	Two boys look on as a married couple get their pictures taken.	entailment
A smiling bride sits in a swing with her smiling groom standing behind her posing for the male photographer while a boy holding a bottled drink and another boy wearing a green shirt observe.	Bride running away from her wedding.	contradiction
A smiling bride sits in a swing with her smiling groom standing behind her posing for the male photographer while a boy holding a bottled drink and another boy wearing a green shirt observe.	Bride and groom get marriage pictures taken while their kids look on.	neutral
Man sitting playing guitar.	A man is sitting and strumming a guitar.	entailment
Man sitting playing guitar.	A man is sitting by a campfire, playing guitar and singing.	neutral
Man sitting playing guitar.	A man is standing on stage at a concert, playing saxophone.	contradiction
A man with long hair talking into a microphone as if on a stage.	A man is swimming in the ocean.	contradiction
A man with long hair talking into a microphone as if on a stage.	A long haired man is practicing to talk into a microphone as though he is on stage.	entailment
A man with long hair talking into a microphone as if on a stage.	A man with long hair is acting like he is on a stage and is talking into a microphone.	entailment
A woman wearing dollar sign glasses, holding a dollar bill, stands with a suitcase that says "Lucky" that is overflowing with cash.	She does a handstand in her business suit	contradiction
A woman wearing dollar sign glasses, holding a dollar bill, stands with a suitcase that says "Lucky" that is overflowing with cash.	The elaborately dressed woman stands around with her riches	entailment
A woman wearing dollar sign glasses, holding a dollar bill, stands with a suitcase that says "Lucky" that is overflowing with cash.	She is dressed up for a commercial shoot	neutral
A person is riding their motorbike and a person in a bright yellow jacket is watching someone fall off their bike.	The other person laughed.	contradiction
A person is riding their motorbike and a person in a bright yellow jacket is watching someone fall off their bike.	Both people fell off their bike.	contradiction
A person is riding their motorbike and a person in a bright yellow jacket is watching someone fall off their bike.	A person fell off their bike.	entailment
A man speaking with two women.	There are three people talking.	entailment
A man speaking with two women.	A man and two women are bungee jumping.	contradiction
A man speaking with two women.	A man is giving two women directions at work.	neutral
An older woman is holding a small child.	a woman holding a child	entailment
An older woman is holding a small child.	a man holding a baby	contradiction
An older woman is holding a small child.	a woman holding her grandchild	neutral
A man is holding a child on his shoulders.	The child is too big to ride on the mans shoulders now.	contradiction
A man is holding a child on his shoulders.	A child is going for a ride on that man.	entailment
A man is holding a child on his shoulders.	A child is riding on a mans shuolders.	entailment
A blond boy stands among people in a shady setting with a large snake wrapped around his chest.	A male performer is showcasting his snake for tips.	neutral
A blond boy stands among people in a shady setting with a large snake wrapped around his chest.	A male is surrounded with other human beings having a large snake around his chest.	entailment
A blond boy stands among people in a shady setting with a large snake wrapped around his chest.	A blond boy is sleeping in bed at home.	contradiction
Young child standing on a snow pile in a city.	the man is at home sleeping	contradiction
Young child standing on a snow pile in a city.	the man is white	contradiction
Young child standing on a snow pile in a city.	a man on a pile	contradiction
A child wearing a brown coat, red hat and snow boots on top of a snow pile near a tree on the corner of a street intersection.	A little boy thowing a snowball from the top of a snow pile.	neutral
A child wearing a brown coat, red hat and snow boots on top of a snow pile near a tree on the corner of a street intersection.	A person outside.	entailment
A child wearing a brown coat, red hat and snow boots on top of a snow pile near a tree on the corner of a street intersection.	A child riding his bike by the beach.	contradiction
A small group of people wait to board an MTA bus.	A small group of people wait to board a bus on a city street.	neutral
A small group of people wait to board an MTA bus.	Large crowds of people wait for a bus.	contradiction
A small group of people wait to board an MTA bus.	A group of people wait outside a bus stop.	entailment
A dog with a purple leash is held by a woman wearing white shoes.	A man is holding a leash on someone else dog.	contradiction
A dog with a purple leash is held by a woman wearing white shoes.	A woman is holding a leash on her dog.	entailment
A dog with a purple leash is held by a woman wearing white shoes.	A woman is holding a leash on a dog.	entailment
A woman talks on a cellphone while sitting in front of blue railings that are in front of the ocean.	She talks to her boyfriend about plans that night	neutral
A woman talks on a cellphone while sitting in front of blue railings that are in front of the ocean.	She throws her phone into the sea	contradiction
A woman talks on a cellphone while sitting in front of blue railings that are in front of the ocean.	She has a conversation on her phone outdoors	entailment
A young male sitting in front of a computer monitor	Someone is at the movies with their friends.	contradiction
A young male sitting in front of a computer monitor	Someone is doing their homework.	neutral
A young male sitting in front of a computer monitor	Someone is sitting in front of a computer.	entailment
Two people are setting up a photo shoot of a mobile in a white room.	The room has a camera in it.	entailment
Two people are setting up a photo shoot of a mobile in a white room.	The people are photographers.	-
Two people are setting up a photo shoot of a mobile in a white room.	The room is black.	contradiction
Two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.	The older men are sitting inside drinking tea.	contradiction
Two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.	The older gentlemen are outside.	entailment
Two distinguished older gentlemen stand outside a house, trees in background, both with white hair, the taller man having his arm about the other man's shoulder as they face the camera from behind their corrective lenses.	The older men are colleagues.	neutral
A tall elder man is standing with his hand around another shorter elder man in the middle of the city	they are sitting on a couch	contradiction
A tall elder man is standing with his hand around another shorter elder man in the middle of the city	they are outside	entailment
A tall elder man is standing with his hand around another shorter elder man in the middle of the city	they are posing	neutral
A man with a cigarette sits on the stoop.	A man rolls a cigarette and lights it.	neutral
A man with a cigarette sits on the stoop.	A man sits and smokes outside.	entailment
A man with a cigarette sits on the stoop.	An old man is smoking a cigar.	neutral
An elderly man with glasses, a red ball cap and backpack is standing in front of an open doorway.	the man is a farmer	neutral
An elderly man with glasses, a red ball cap and backpack is standing in front of an open doorway.	the man is flying a plane	contradiction
An elderly man with glasses, a red ball cap and backpack is standing in front of an open doorway.	a man with glasses	entailment
A large group of people populate a dimly lit room.	A group of people are partying in the large room.	neutral
A large group of people populate a dimly lit room.	The people are populating the city.	contradiction
A large group of people populate a dimly lit room.	A group of people are in a room.	entailment
A young man in an orange hat walks his bicycle down a street.	A man broke his new bike.	neutral
A young man in an orange hat walks his bicycle down a street.	A man in blue walks his scooter down a street.	contradiction
A young man in an orange hat walks his bicycle down a street.	A man in an orange hat walks his bike down a street.	entailment
A woman with red-hair staples some papers	A red-haired woman is working on the computer.	contradiction
A woman with red-hair staples some papers	The woman is working on papers.	entailment
A woman with red-hair staples some papers	There are women shuffling papers.	contradiction
It looks like quite a sweaty, smelly dog pile over one little rugby ball, but the boys in blue seem to want it more.	A little boy looks disgusted that is ball is dirty	contradiction
It looks like quite a sweaty, smelly dog pile over one little rugby ball, but the boys in blue seem to want it more.	A little boy wants a dirty rugby ball	entailment
It looks like quite a sweaty, smelly dog pile over one little rugby ball, but the boys in blue seem to want it more.	A rugby ball fell through dog poop	-
A white-clad soccer player is attempting to intercept a soccer ball that is quickly approaching the goal box.	A soccer player tries to get an interception.	entailment
A white-clad soccer player is attempting to intercept a soccer ball that is quickly approaching the goal box.	A basketball player blocks a shot.	contradiction
A white-clad soccer player is attempting to intercept a soccer ball that is quickly approaching the goal box.	A soccer player gets the interception.	entailment
A man is tossing a knife in the air while another man stands nearby.	A man is being arrested for assault with a knife.	contradiction
A man is tossing a knife in the air while another man stands nearby.	A man prepares to show off his knife-wielding skills	neutral
A man is tossing a knife in the air while another man stands nearby.	A man prepares to throw a knife at his friend	neutral
A woman examines a poster mounted on the wall of a tunnel or hallway lit by overhead fluorescent lights.	There is a woman under fluorescent lights.	entailment
A woman examines a poster mounted on the wall of a tunnel or hallway lit by overhead fluorescent lights.	There is a woman in a darkened tunnel or hallway.	-
A woman examines a poster mounted on the wall of a tunnel or hallway lit by overhead fluorescent lights.	A woman is lost and looks at directions mounted on the wall.	neutral
A man is holding a microphone in front of his mouth.	A male has a device near his mouth.	entailment
A man is holding a microphone in front of his mouth.	The man is swimming in the ocean.	contradiction
A man is holding a microphone in front of his mouth.	The man was about to record his music album.	neutral
A photographer is using a tripod to take a picture of a sunset.	The photographer is holding the camera in his hands.	contradiction
A photographer is using a tripod to take a picture of a sunset.	The photographer is taking a picture.	entailment
A photographer is using a tripod to take a picture of a sunset.	The photographer is a professional.	neutral
Child plays with pigeon in busy public area while group of people watch him play.	A group of people take turns carrying an injured child.	contradiction
Child plays with pigeon in busy public area while group of people watch him play.	A child is chasing pigeons around.	neutral
Child plays with pigeon in busy public area while group of people watch him play.	People watch a child play.	entailment
Two men are assisting a small girl in a harness.	There are two women helping a boy with a harness.	contradiction
Two men are assisting a small girl in a harness.	Two guys help a girl with her harness.	entailment
Two men are assisting a small girl in a harness.	The men tying the girl up.	contradiction
